order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDZ01266,2018-12-15,19:29:34,Dinner,NS,"[('Fish&Chips', 10), ('Shrimp', 7), ('Pasta', 2), ('Salmon', 3)]",906.0,-37.8060937,144.959426,0,7.639,15.9840149
ORDC01618,2018-07-03,14:05:04,Lunch,NS,"[('Salad', 7), ('Chicken', 2)]",184.4,-37.8114868,144.9645604,0,7.613,13.1606119
ORDY02050,2018-08-05,15:05:54,Lunch,TP,"[('Chicken', 10), ('Salad', 4), ('Burger', 8), ('Steak', 4), ('Fries', 5)]",876.8,-37.8164523,144.949172,0,9.069,13.846873
ORDA06869,2018-01-25,08:40:33,Breakfast,BK,"[('Pancake', 2), ('Cereal', 7)]",195.5,-37.8081942,144.9604628,0,7.693,12.9256915
ORDY10540,2018-03-22,10:32:06,Breakfast,TP,"[('Eggs', 1), ('Coffee', 10), ('Pancake', 1), ('Cereal', 8)]",289.25,-37.8189962,144.9627055,0,7.748,10.4219004
ORDJ08293,2018-10-19,17:38:01,Dinner,TP,"[('Salmon', 4), ('Fish&Chips', 6)]",374.0,-37.813207,144.9774926,0,8.823,13.2651196
ORDY03079,2018-02-18,09:31:16,Breakfast,TP,"[('Cereal', 7), ('Pancake', 10)]",389.5,-37.8158235,144.9921103,0,10.148,13.9302907
ORDA06033,2018-07-24,14:45:38,Lunch,BK,"[('Fries', 4), ('Burger', 7)]",265.0,-37.8122845,144.9232182,0,11.44,17.1996573
ORDX09131,2018-11-23,18:49:00,Dinner,BK,"[('Pasta', 7), ('Shrimp', 6), ('Salmon', 2)]",598.5,-37.8055817,144.9450804,0,9.097,16.2998201
ORDI03405,2018-07-05,14:05:04,Lunch,NS,"[('Salad', 9), ('Fries', 7), ('Steak', 7), ('Burger', 9)]",832.8,-37.8004996,144.9603771,0,7.059,12.6955333
ORDJ06499,2018-08-22,15:46:28,Lunch,TP,"[('Fries', 6), ('Burger', 7), ('Steak', 5), ('Chicken', 1)]",546.0,-37.8200671,144.9686178,0,7.599,11.6770565
ORDZ01623,2018-06-01,12:54:05,Lunch,NS,"[('Steak', 6), ('Chicken', 2)]",334.0,-37.8030858,144.950326,0,8.196,13.6652322
ORDC09239,2018-11-11,18:18:35,Dinner,NS,"[('Fish&Chips', 3), ('Pasta', 1), ('Shrimp', 10), ('Salmon', 4)]",836.5,-37.8043171,144.9613556,0,7.261,15.3928451
ORDY03684,2018-11-07,18:18:35,Dinner,TP,"[('Salmon', 4), ('Shrimp', 1), ('Fish&Chips', 3), ('Pasta', 7)]",515.5,-37.8123565,144.9624458,0,8.232,12.6669989
ORDA08938,2018-03-24,10:42:15,Breakfast,BK,"[('Eggs', 4), ('Cereal', 8), ('Coffee', 6), ('Pancake', 3)]",373.75,-37.8188549,144.9818575,0,6.51,13.9557374
ORDA10371,2018-12-08,19:19:26,Dinner,BK,"[('Fish&Chips', 4), ('Salmon', 4), ('Pasta', 4), ('Shrimp', 2)]",522.0,-37.8066263,144.9615746,0,7.56,17.4279808
ORDC09060,2018-06-22,13:44:47,Lunch,NS,"[('Steak', 1), ('Chicken', 4)]",173.0,-37.8104218,145.0138047,0,10.7,16.2064898
ORDJ02020,2018-11-29,18:59:09,Dinner,TP,"[('Pasta', 7), ('Fish&Chips', 3)]",297.5,-37.8178933,144.9513009,0,9.011,13.0560987
ORDB07908,2018-01-26,08:50:42,Breakfast,TP,"[('Cereal', 1), ('Coffee', 2), ('Pancake', 6)]",181.5,-37.8083441,144.9790533,0,9.448,12.0656743
ORDK05603,2018-10-19,17:38:01,Dinner,BK,"[('Pasta', 7), ('Salmon', 1)]",233.5,-37.8243336,144.9691356,0,8.145,14.3375287
ORDI00965,2018-11-30,18:59:09,Dinner,NS,"[('Shrimp', 6), ('Pasta', 6)]",489.0,-37.8154918,144.9665306,0,8.084,14.4347145
ORDA04000,2018-01-07,08:10:08,Breakfast,BK,"[('Eggs', 7), ('Coffee', 2), ('Pancake', 5)]",290.25,-37.8185412,144.9810281,1,6.617,6.8777721
ORDC05542,2018-10-28,17:58:18,Dinner,NS,"[('Shrimp', 2), ('Salmon', 8), ('Pasta', 8)]",656.0,-37.8093704,144.9484582,0,8.829,16.6209348
ORDJ00765,2018-05-20,12:33:48,Lunch,TP,"[('Salad', 5), ('Fries', 3), ('Burger', 6), ('Chicken', 1)]",340.0,-37.8098006,144.9928419,0,10.401,15.1768967
ORDK05983,2018-04-02,11:02:32,Breakfast,BK,"[('Cereal', 3), ('Eggs', 5), ('Pancake', 5), ('Coffee', 6)]",339.25,-37.8132252,144.959461,0,7.941,12.5771289
ORDZ06205,2018-08-17,15:36:20,Lunch,NS,"[('Salad', 10), ('Fries', 9), ('Burger', 10), ('Steak', 3)]",725.0,-37.813458,144.9543042,0,8.447,14.2032157
ORDK09980,2018-11-02,18:08:27,Dinner,BK,"[('Pasta', 9), ('Shrimp', 10)]",787.5,-37.8207402,144.9417076,0,9.86,16.4122752
ORDB06178,2018-03-05,10:01:41,Breakfast,TP,"[('Eggs', 9), ('Cereal', 6), ('Pancake', 10), ('Coffee', 7)]",619.0,-37.812773,145.0123198,0,12.491,14.8974236
ORDB04567,2018-07-12,14:25:21,Lunch,TP,"[('Chicken', 6), ('Fries', 6), ('Burger', 5), ('Salad', 8)]",556.6,-37.8174439,145.0048331,0,11.176,14.0635407
ORDZ05570,2018-04-12,11:22:49,Breakfast,NS,"[('Cereal', 2), ('Eggs', 1)]",64.0,-37.8141233,144.9620688,0,8.126,12.8313113
ORDK07001,2018-02-20,09:41:24,Breakfast,BK,"[('Pancake', 10), ('Coffee', 9)]",310.0,-37.8142839,145.0023517,0,4.243,8.7574762
ORDC04299,2018-11-11,18:28:43,Dinner,NS,"[('Shrimp', 1), ('Fish&Chips', 5), ('Salmon', 3), ('Pasta', 3)]",434.5,-37.8007968,144.9643368,0,6.724,14.9624992
ORDJ09708,2018-10-07,17:17:44,Dinner,TP,"[('Shrimp', 9), ('Pasta', 6)]",651.0,-37.8083652,144.9611006,0,8.815,13.8748604
ORDI04100,2018-02-04,09:00:50,Breakfast,NS,"[('Cereal', 7), ('Coffee', 7), ('Eggs', 2)]",243.5,-37.8027267,145.0017869,0,9.078,16.2055371
ORDI10351,2018-11-09,18:18:35,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 3), ('Pasta', 3)]",485.5,-37.8129148,144.9857283,0,8.553,14.5623261
ORDB05166,2018-02-20,09:41:24,Breakfast,TP,"[('Pancake', 6), ('Cereal', 2), ('Eggs', 8)]",363.5,-37.8061375,144.9584263,0,9.068,10.9563012
ORDI08434,2018-10-19,17:38:01,Dinner,NS,"[('Shrimp', 10), ('Salmon', 3)]",663.0,-37.8129622,144.9907104,0,8.951,14.7808378
ORDJ02768,2018-06-08,13:14:21,Lunch,TP,"[('Burger', 2), ('Chicken', 1), ('Steak', 2)]",184.0,-37.819338,144.9836948,0,9.194,12.8352046
ORDZ06603,2018-08-01,14:55:46,Lunch,NS,"[('Steak', 1), ('Chicken', 6), ('Burger', 2)]",299.0,-37.8147543,144.9651706,0,8.05,13.2197734
ORDK02560,2018-09-24,16:47:19,Dinner,BK,"[('Salmon', 1), ('Pasta', 6)]",206.0,-37.8108053,144.9478465,0,11.946,18.2598204
ORDX03154,2018-06-08,13:14:21,Lunch,BK,"[('Burger', 10), ('Fries', 9), ('Chicken', 2), ('Steak', 1), ('Salad', 9)]",681.8,-37.804076,144.9492423,0,8.8,14.6605974
ORDA10314,2018-12-24,19:49:51,Dinner,BK,"[('Shrimp', 1), ('Fish&Chips', 5), ('Pasta', 10)]",504.0,-37.816432,144.9669977,0,7.528,14.276535
ORDX10226,2018-11-18,18:38:52,Dinner,BK,"[('Salmon', 2), ('Shrimp', 7)]",460.0,-37.8000976,144.9699674,0,7.553,16.4724302
ORDA07065,2018-08-08,15:16:03,Lunch,BK,"[('Steak', 5), ('Salad', 9), ('Chicken', 2)]",443.8,-37.8005889,144.9653899,0,7.863,13.8813058
ORDY08215,2018-11-19,18:38:52,Dinner,TP,"[('Shrimp', 6), ('Salmon', 5), ('Fish&Chips', 3)]",634.0,-37.8121858,144.9442356,0,11.197,14.7536271
ORDZ03859,2018-07-21,14:35:29,Lunch,NS,"[('Steak', 10), ('Chicken', 6), ('Fries', 6)]",714.0,-37.8232173,145.0111342,0,11.69,28.95112755
ORDI08086,2018-06-08,13:14:21,Lunch,NS,"[('Steak', 5), ('Salad', 8)]",362.6,-37.8043831,144.950366,0,8.312,13.3985487
ORDC03163,2018-09-06,16:06:45,Dinner,NS,"[('Pasta', 7), ('Shrimp', 10), ('Salmon', 8)]",1060.5,-37.8129859,144.9393261,0,9.687,15.3523261
ORDI02043,2018-10-25,17:48:10,Dinner,NS,"[('Salmon', 2), ('Pasta', 4)]",192.0,-37.8072356,144.9594694,0,7.666,13.9212927
ORDI10123,2018-11-08,18:18:35,Dinner,NS,"[('Shrimp', 10), ('Salmon', 2)]",622.0,-37.809247,144.9836651,0,8.018,14.2201265
ORDZ07392,2018-12-28,20:00:00,Dinner,NS,"[('Fish&Chips', 4), ('Shrimp', 4), ('Pasta', 5), ('Salmon', 4)]",657.5,-37.8121476,144.9704987,0,7.434,13.2332958
ORDK08299,2018-10-14,17:27:53,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 8)]",642.0,-37.8239161,144.9836785,0,6.769,16.6326383
ORDI01205,2018-09-08,16:16:54,Dinner,NS,"[('Shrimp', 9), ('Pasta', 1)]",513.5,-37.8151363,144.9393908,0,9.791,26.64197145
ORDA09075,2018-09-17,16:37:10,Dinner,BK,"[('Shrimp', 7), ('Pasta', 8)]",598.0,-37.8195928,145.0084265,0,4.197,10.898291
ORDK00386,2018-12-25,19:49:51,Dinner,BK,"[('Fish&Chips', 3), ('Salmon', 1), ('Shrimp', 1)]",200.0,-37.8132861,144.9334399,0,11.167,18.0726393
ORDB05509,2018-08-20,15:36:20,Lunch,TP,"[('Steak', 10), ('Chicken', 3), ('Salad', 2), ('Fries', 5), ('Burger', 6)]",826.4,-37.804659,144.9534312,0,9.563,12.8567263
ORDY05029,2018-08-14,15:26:11,Lunch,TP,"[('Salad', 8), ('Chicken', 4)]",265.6,-37.8233335,144.9998809,0,10.455,13.6419506
ORDK09165,2018-07-15,14:25:21,Lunch,BK,"[('Fries', 6), ('Burger', 1), ('Salad', 4), ('Chicken', 3), ('Steak', 5)]",492.8,-37.8172158,144.9887299,0,5.851,13.5488925
ORDB10891,2018-09-01,15:56:37,Lunch,TP,"[('Burger', 6), ('Salad', 1), ('Chicken', 9), ('Fries', 1), ('Steak', 10)]",953.2,-37.8168415,144.9542915,0,8.508,13.921833
ORDC05512,2018-06-25,13:44:47,Lunch,NS,"[('Fries', 4), ('Steak', 8), ('Chicken', 6), ('Salad', 2)]",634.4,-37.8244595,144.9829978,0,9.397,14.6731079
ORDX10167,2018-06-25,13:44:47,Lunch,BK,"[('Salad', 8), ('Fries', 3)]",173.6,-37.8243208,144.983089,0,7.02,12.5888665
ORDZ02630,2018-11-19,18:38:52,Dinner,NS,"[('Shrimp', 2), ('Pasta', 1), ('Fish&Chips', 2), ('Salmon', 2)]",287.5,-37.8115151,145.0059353,0,10.015,15.6383811
ORDA06440,2018-05-23,12:43:56,Lunch,BK,"[('Chicken', 6), ('Steak', 4), ('Burger', 7)]",589.0,-37.8145258,145.0155108,0,4.798,10.4940354
ORDK02328,2018-02-11,09:21:07,Breakfast,BK,"[('Eggs', 9), ('Cereal', 9)]",387.0,-37.8160461,144.9722204,0,6.964,14.213809
ORDK01776,2018-10-02,17:07:36,Dinner,BK,"[('Shrimp', 2), ('Salmon', 1), ('Fish&Chips', 6)]",359.0,-37.8124968,144.9852763,0,5.677,6.1207285
ORDC08153,2018-12-25,19:49:51,Dinner,NS,"[('Fish&Chips', 5), ('Pasta', 3), ('Shrimp', 2), ('Salmon', 8)]",693.5,-37.8159483,145.0094537,0,10.832,17.064786
ORDB01320,2018-01-24,08:40:33,Breakfast,TP,"[('Coffee', 10), ('Eggs', 8)]",251.0,-37.8131242,144.9630993,0,8.156,11.353743
ORDY09124,2018-01-30,08:50:42,Breakfast,TP,"[('Cereal', 5), ('Eggs', 9), ('Pancake', 3), ('Coffee', 1)]",383.25,-37.8231264,144.9780934,0,8.259,11.3064464
ORDK04933,2018-05-05,12:03:22,Lunch,BK,"[('Steak', 5), ('Burger', 2), ('Salad', 4)]",355.8,-37.8135942,144.9478734,0,9.66,17.9624601
ORDX09555,2018-01-19,08:30:25,Breakfast,BK,"[('Pancake', 9), ('Cereal', 6), ('Eggs', 5), ('Coffee', 3)]",476.75,-37.8226595,144.9555173,0,8.678,13.7281321
ORDJ03694,2018-03-21,10:32:06,Breakfast,TP,"[('Coffee', 9), ('Eggs', 3)]",133.5,-37.8167841,144.9616873,0,8.001,10.7029634
ORDY09589,2018-09-10,16:16:54,Dinner,TP,"[('Fish&Chips', 4), ('Shrimp', 10), ('Pasta', 10), ('Salmon', 5)]",1160.0,-37.8172224,144.9490057,0,9.103,12.8516699
ORDJ02585,2018-12-21,19:39:43,Dinner,TP,"[('Pasta', 6), ('Salmon', 3), ('Shrimp', 4), ('Fish&Chips', 7)]",749.0,-37.8142946,144.9328163,0,11.19,15.1891991
ORDX09335,2018-10-30,17:58:18,Dinner,BK,"[('Salmon', 10), ('Fish&Chips', 4), ('Pasta', 3), ('Shrimp', 1)]",686.5,-37.8126722,144.9447694,0,9.354,16.0011051
ORDK01100,2018-08-08,15:16:03,Lunch,BK,"[('Chicken', 2), ('Fries', 10)]",184.0,-37.8113629,144.9535902,0,8.363,14.2218561
ORDZ00081,2018-12-18,19:39:43,Dinner,NS,"[('Shrimp', 4), ('Pasta', 10), ('Fish&Chips', 9), ('Salmon', 9)]",1175.0,-37.8078839,144.9497582,0,8.612,14.4837165
ORDX09967,2018-05-20,12:33:48,Lunch,BK,"[('Salad', 6), ('Steak', 3), ('Fries', 1), ('Chicken', 8)]",506.2,-37.802587,144.9349985,0,10.911,19.5486364
ORDJ01552,2018-06-26,13:44:47,Lunch,TP,"[('Chicken', 8), ('Steak', 2)]",346.0,-37.8111046,145.006322,0,11.58,14.6774256
ORDC08646,2018-05-08,12:13:31,Lunch,NS,"[('Salad', 10), ('Fries', 6), ('Burger', 2), ('Chicken', 8)]",562.0,-37.8247028,144.9428722,0,10.643,16.3639079
ORDA01950,2018-12-08,19:19:26,Dinner,BK,"[('Shrimp', 5), ('Fish&Chips', 4)]",410.0,-37.8168468,144.9579291,0,8.301,17.4994273
ORDC08887,2018-04-12,11:22:49,Breakfast,NS,"[('Coffee', 10), ('Cereal', 10)]",285.0,-37.8141233,144.9623075,0,8.112,12.9845894
ORDY10346,2018-11-02,18:08:27,Dinner,TP,"[('Fish&Chips', 8), ('Shrimp', 5), ('Pasta', 3)]",632.5,-37.8019094,144.9812446,0,10.277,14.7895782
ORDX00540,2018-03-22,10:32:06,Breakfast,BK,"[('Eggs', 6), ('Cereal', 9), ('Coffee', 6), ('Pancake', 5)]",487.25,-37.8230641,144.9858623,0,6.602,11.2198276
ORDA01212,2018-01-21,08:40:33,Breakfast,BK,"[('Pancake', 1), ('Cereal', 10)]",234.25,-37.8032344,144.9669507,0,7.532,14.8663028
ORDY07279,2018-12-21,19:39:43,Dinner,TP,"[('Salmon', 1), ('Fish&Chips', 6)]",251.0,-37.8193484,144.9614874,0,7.633,12.0399616
ORDY02064,2018-01-06,08:10:08,Breakfast,TP,"[('Coffee', 2), ('Pancake', 9), ('Cereal', 6), ('Eggs', 4)]",447.25,-37.8141701,144.9558816,1,8.52,6.3091217
ORDI10428,2018-10-19,17:38:01,Dinner,NS,"[('Fish&Chips', 2), ('Shrimp', 2), ('Pasta', 2)]",233.0,-37.8129627,144.9904174,0,8.978,14.8189982
